id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end
KRQO0,El Reno / Powers,US,OK,,KRQO,35.4727,-98.0058,433.0,America/Chicago,2005-08-17,2023-02-20,2005-08-23,2022-04-24,2009-01-01,2022-01-01
KRSL0,Russell / Homer,US,KS,,KRSL,38.8714,-98.8116,568.0,America/Chicago,1943-02-01,2023-02-20,1943-02-02,2022-04-23,1944-01-01,2021-01-01
KRSN0,Ruston / Longstraw,US,LA,,KRSN,32.5146,-92.5884,95.0,America/Chicago,2006-04-27,2023-02-20,2006-10-29,2022-04-24,2014-01-01,2021-01-01
KRUQ0,Salisbury / Red Acres,US,NC,,KRUQ,35.6459,-80.5203,235.0,America/New_York,2005-01-01,2023-02-20,2005-02-17,2022-04-25,2011-01-01,2022-01-01
KRVL0,Reedsville / Woodland,US,PA,,KRVL,40.6774,-77.6268,250.0,America/New_York,2018-07-19,2023-02-20,2018-07-20,2022-04-25,2020-01-01,2022-01-01
KRWI0,Rocky Mount / Winstead Crossroads,US,NC,,KRWI,35.8563,-77.8919,48.0,America/New_York,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KRWV0,Caldwell,US,TX,,KRWV,30.5155,-96.7041,119.0,America/Chicago,2006-02-03,2023-02-20,2009-05-25,2022-04-24,2015-01-01,2022-01-01
KRYW0,Lago Vista / South Jonestown Hills,US,TX,,KRYW,30.4986,-97.9695,375.0,America/Chicago,2008-08-30,2023-02-20,2009-11-15,2022-04-24,2015-01-01,2022-01-01
KRZZ0,Roanoke Rapids / South Rosemary,US,NC,,KRZZ,36.4395,-77.7093,78.0,America/New_York,2006-01-01,2009-06-25,2006-01-01,2009-06-24,2006-01-01,2009-01-01
KS210,Sunriver,US,OR,,KS21,43.8763,-121.4531,1269.0,America/Los_Angeles,1980-05-14,2023-02-20,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KSAF0,Santa Fe / Cieneguilla,US,NM,,KSAF,35.6171,-106.0894,1935.0,America/Denver,1946-08-01,2023-02-20,1946-08-02,2022-04-24,1946-01-01,2021-01-01
KSBD0,San Bernardino / North Norton,US,CA,,KSBD,34.0954,-117.2349,353.0,America/Los_Angeles,1943-01-06,2023-02-20,1943-03-17,2022-04-24,1943-01-01,2022-01-01
KSBP0,San Luis Obispo / Steele (Historical),US,CA,,KSBP,35.2373,-120.6426,65.0,America/Los_Angeles,2006-01-01,2023-02-19,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KSBS0,Steamboat Springs / Steamboat Ii,US,CO,,KSBS,40.5162,-106.8663,2098.0,America/Denver,2011-02-14,2023-02-20,2011-02-15,2022-04-24,2011-01-01,2022-01-01
KSDM0,San Diego / Bandini,US,CA,,KSDM,32.5723,-116.9802,160.0,America/Tijuana,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KSDY0,Sidney / Wagon Wheel Trailer Court,US,MT,,KSDY,47.7069,-104.1926,605.0,America/Denver,2006-01-01,2023-02-20,2006-01-01,2022-04-23,2006-01-01,2022-01-01
KSEG0,Selinsgrove / Dogtown,US,PA,,KSEG,40.8212,-76.8642,141.0,America/New_York,1999-01-14,2023-02-20,1999-01-16,2022-04-24,2005-01-01,2021-01-01
KSGR0,Houston / Sugar Land,US,TX,,KSGR,29.6223,-95.6565,25.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KSIY0,Montague / Snowden,US,CA,,KSIY,41.7814,-122.4681,808.0,America/Los_Angeles,1950-01-01,2023-02-20,1950-01-02,2022-04-24,1950-01-01,2021-01-01
KSJC0,San Jose / Santa Clara Trailer Village,US,CA,,KSJC,37.3627,-121.9291,19.0,America/Los_Angeles,1973-01-01,2023-02-20,1973-01-01,2022-04-24,2000-01-01,2022-01-01
KSJX0,Beaver Island / Bonner Landing,US,MI,,KSJX,45.6923,-85.5666,204.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-25,2006-01-01,2022-01-01
KSKA0,Spokane / Fairchild Air Force Base,US,WA,,KSKA,47.6151,-117.6558,750.0,America/Los_Angeles,1940-04-01,2023-02-20,1940-04-02,2022-04-24,1940-01-01,2021-01-01
KSKF0,San Antonio / Lackland Air Force Base,US,TX,,KSKF,29.3842,-98.5812,210.0,America/Chicago,1937-07-07,2023-02-20,1937-08-26,2022-04-24,1937-01-01,2021-01-01
KSLH0,Cheboygan,US,MI,,KSLH,45.6537,-84.5193,195.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-25,2006-01-01,2022-01-01
KSLI0,Los Alamitos,US,CA,,KSLI,33.79,-118.0514,10.0,America/Los_Angeles,2006-01-01,2023-02-20,2008-04-24,2022-04-24,2008-01-01,2021-01-01
KSLR0,Sulphur Springs,US,TX,,KSLR,33.1598,-95.6211,149.0,America/Chicago,2006-01-02,2023-02-20,2006-01-17,2022-04-24,2011-01-01,2022-01-01
KSMF0,Sacramento / Kiesel,US,CA,,KSMF,38.6954,-121.5908,8.0,America/Los_Angeles,1973-01-01,2023-02-20,1973-01-01,2022-04-24,1974-01-01,2022-01-01
KSNA0,Santa Ana / Paularino,US,CA,,KSNA,33.6757,-117.8682,17.0,America/Los_Angeles,1940-06-17,2023-02-20,1942-10-06,2022-04-24,1943-01-01,2021-01-01
KSNK0,Snyder,US,TX,,KSNK,32.6934,-100.9505,741.0,America/Chicago,2006-04-02,2023-02-20,2009-06-24,2022-04-24,2014-01-01,2022-01-01
KSOA0,Sonora,US,TX,,KSOA,30.5857,-100.6486,652.0,America/Chicago,2006-01-05,2023-02-20,2006-10-06,2022-04-24,2012-01-01,2022-01-01
KSOP0,Southern Pines / Warrior Woods,US,NC,,KSOP,35.2376,-79.3888,138.0,America/New_York,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2009-01-01,2022-01-01
KSPD0,Springfield,US,CO,,KSPD,37.4,-102.6167,1335.0,America/Denver,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KSPL0,South Padre Island,US,TX,,KSPL,26.07,-97.16,3.0,America/Chicago,2010-06-30,2017-01-03,2010-06-30,2016-12-30,,
KSQL0,San Carlos / Silver Penny Mobile Home Park,US,CA,,KSQL,37.5119,-122.2495,2.0,America/Los_Angeles,2006-01-01,2023-02-20,2019-03-04,2022-04-24,2020-01-01,2022-01-01
KSRB0,Sparta / Hamptons Crossroads,US,TN,,KSRB,36.0559,-85.5307,312.0,America/Chicago,2012-06-04,2023-02-20,2012-07-13,2022-04-24,2014-01-01,2022-01-01
KSRE0,Seminole,US,OK,,KSRE,35.2747,-96.6752,312.0,America/Chicago,2005-06-11,2023-02-20,2005-06-15,2022-04-24,2009-01-01,2022-01-01
KSSF0,San Antonio / Bergs Mill,US,TX,,KSSF,29.337,-98.471,176.0,America/Chicago,1999-01-01,2023-02-20,1999-01-01,2022-04-24,2002-01-01,2022-01-01
KSSI0,Brunswick / Mallory Park,US,GA,,KSSI,31.1518,-81.3913,6.0,America/New_York,1973-01-01,2023-02-20,1973-01-01,2022-04-24,2000-01-01,2022-01-01
KSTK0,Sterling,US,CO,,KSTK,40.6153,-103.2648,1231.0,America/Denver,2010-11-29,2023-02-20,2010-12-15,2022-04-24,2016-01-01,2022-01-01
KSTP0,Saint Paul,US,MN,,KSTP,44.9346,-93.0603,215.0,America/Chicago,1983-11-03,2023-02-20,1991-12-16,2022-04-24,2005-01-01,2022-01-01
KSTS0,Santa Rosa / Shiloh,US,CA,,KSTS,38.509,-122.8129,39.0,America/Los_Angeles,2000-01-01,2023-02-20,2000-01-02,2022-04-24,2000-01-01,2022-01-01
KSUS0,St Louis / St. Louis / Stevens,US,MO,,KSUS,38.6621,-90.6521,141.0,America/Chicago,1973-01-01,2023-02-20,1986-11-08,2022-04-24,1987-01-01,2021-01-01
KSUT0,Southport / Yaupon Beach,US,NC,,KSUT,33.9308,-78.0734,8.0,America/New_York,2005-01-01,2023-02-20,2005-01-01,2022-04-25,2010-01-01,2022-01-01
KSVH0,Statesville / Hickory Hills,US,NC,,KSVH,35.765,-80.9539,295.0,America/New_York,2006-01-01,2023-02-20,2006-04-15,2022-04-25,2014-01-01,2022-01-01
KSWW0,Sweetwater / Avenger Village,US,TX,,KSWW,32.4674,-100.4666,725.0,America/Chicago,2006-07-20,2022-12-28,2011-02-09,2022-04-24,2014-01-01,2022-01-01
KSXT0,Sexton Summit / Hugo,US,OR,,KSXT,42.6,-123.3667,1170.0,America/Los_Angeles,1973-01-01,2023-02-19,1973-01-04,2022-04-24,1979-01-01,2021-01-01
KSYN0,Stanton,US,MN,,KSYN,44.4755,-93.0163,280.0,America/Chicago,2006-01-01,2023-02-20,2006-01-04,2022-04-24,2006-01-01,2022-01-01
KSZL0,Knob Noster / Whiteman Air Force Base,US,MO,,KSZL,38.7303,-93.548,265.0,America/Chicago,1942-12-02,2023-02-20,1942-12-02,2022-04-24,1943-01-01,2021-01-01
KSZN0,Santa Cruz / Isla Vista,US,CA,,KSZN,34.0606,-119.9151,15.0,America/Los_Angeles,1973-01-03,1980-06-17,1976-03-15,1979-09-30,,
KT350,Cameron / Quinif,US,TX,,KT35,30.8794,-96.9711,123.0,America/Chicago,2012-05-01,2023-02-20,2012-05-01,2022-04-24,2014-01-01,2022-01-01
KT650,Weslaco / Olivarez Number 1 Colonia,US,TX,,KTXW,26.1776,-97.9731,21.0,America/Chicago,2006-04-02,2023-02-20,2007-11-05,2022-04-24,2015-01-01,2021-01-01
KT820,Fredericksburg,US,TX,,KT82,30.2432,-98.9092,517.0,America/Chicago,2006-06-21,2023-02-20,2011-02-18,2022-04-24,2011-01-01,2022-01-01
KTAD0,Trinidad / Hoehne,US,CO,,KTAD,37.2594,-104.3407,1756.0,America/Denver,1973-01-01,2023-02-20,1973-01-01,2022-04-24,2001-01-01,2022-01-01
KTAN0,Boston / East Taunton,US,MA,,KTAN,41.8744,-71.0166,13.0,America/New_York,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KTEB0,Teterboro,US,NJ,,KTEB,40.8501,-74.0608,3.0,America/New_York,1973-01-01,2023-02-20,1973-01-01,2022-04-24,2005-01-01,2022-01-01
KTEW0,Mason,US,MI,,KTEW,42.5658,-84.4232,280.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-25,2007-01-01,2022-01-01
KTEX0,Telluride / Lime,US,CO,,KTEX,37.9538,-107.9085,2765.0,America/Denver,2006-01-01,2023-02-20,2006-01-02,2022-04-24,2006-01-01,2022-01-01
KTFP0,Ingleside / Millsville,US,TX,,KTFP,27.913,-97.2115,6.0,America/Chicago,2007-11-02,2023-02-20,2009-08-15,2022-04-24,2015-01-01,2022-01-01
KTHA0,Tullahoma / Flowertown,US,TN,,KTHA,35.38,-86.2467,330.0,America/Chicago,2012-04-08,2023-02-20,2012-04-09,2022-04-24,2016-01-01,2021-01-01
KTKC0,Tracy,US,MN,,KTKC,44.2491,-95.6073,408.0,America/Chicago,2006-01-01,2023-02-20,2006-01-04,2022-04-01,2008-01-01,2022-01-01
KTKI0,McKinney,US,TX,,KTKI,33.1779,-96.5905,179.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-25,2006-01-01,2022-01-01
KTME0,Houston / Cardiff,US,TX,,KTME,29.805,-95.8979,51.0,America/Chicago,2009-12-16,2023-02-20,2009-12-17,2022-04-24,2020-01-01,2022-01-01
KTMK0,Tillamook / Hathaway Mead,US,OR,,KTMK,45.4182,-123.8144,12.0,America/Los_Angeles,2005-01-03,2023-02-20,2006-11-17,2022-04-24,2011-01-01,2022-01-01
KTNB0,Boone / Blairmont,US,NC,,KTNB,36.2,-81.65,937.0,America/New_York,2005-01-06,2023-02-20,2005-04-28,2022-04-25,2015-01-01,2022-01-01
KTOA0,Torrance / Walteria,US,CA,,KTOA,33.8034,-118.3396,31.0,America/Los_Angeles,1944-06-01,2023-02-20,1944-06-02,1944-08-29,1944-01-01,1944-01-01
KTOB0,Dodge Center,US,MN,,KTOB,44.018,-92.8315,398.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-03-30,2007-01-01,2022-01-01
KTPL0,Temple / Morgans Point Resort,US,TX,,KTPL,31.1525,-97.4078,208.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2012-01-01,2021-01-01
KTRK0,Truckee / Polaris,US,CA,,KTRK,39.32,-120.1396,1799.0,America/Los_Angeles,2006-01-01,2023-02-20,2009-04-21,2022-04-24,2020-01-01,2022-01-01
KTRL0,Terrell,US,TX,,KTRL,32.7092,-96.2674,145.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-25,2006-01-01,2022-01-01
KTRM0,Thermal,US,CA,,KTRM,33.6267,-116.1597,-35.0,America/Los_Angeles,1943-07-12,2023-02-20,1943-07-13,2022-04-24,1943-01-01,2022-01-01
KTTA0,Sanford / Rosser,US,NC,,KTTA,35.5824,-79.1013,75.0,America/New_York,2006-01-01,2023-02-20,2006-01-01,2022-04-25,2014-01-01,2022-01-01
KTTF0,Monroe / Patterson Gardens,US,MI,,KTTF,41.9399,-83.4347,188.0,America/Detroit,2006-01-01,2023-02-20,2006-01-01,2022-04-25,2006-01-01,2022-01-01
KTTN0,Trenton / Altura,US,NJ,,KTTN,40.2767,-74.8135,65.0,America/New_York,1973-01-01,2023-02-20,1975-07-10,2022-04-24,2005-01-01,2021-01-01
KTVC0,Traverse City / Treverse City [Misspelling] / Town And Country Mobile Village,US,MI,,KTVC,44.7416,-85.5824,190.0,America/Detroit,1973-01-01,2023-02-20,1973-01-02,2022-04-24,1981-01-01,2022-01-01
KTVL0,South Lake Tahoe / Tahoe Valley,US,CA,,KTVL,38.8939,-119.9953,1911.0,America/Los_Angeles,2000-01-02,2023-02-20,2000-10-19,2022-04-24,2001-01-01,2021-01-01
KTVR0,Tallulah / Mound,US,LA,,KTVR,32.3516,-91.0277,26.0,America/Chicago,2005-01-01,2023-02-20,2005-01-01,2022-04-24,2006-01-01,2021-01-01
KTWM0,Two Harbors / Waldo,US,MN,,KTWM,47.0491,-91.7452,327.0,America/Chicago,2006-01-01,2023-02-20,2006-01-03,2022-04-24,2007-01-01,2021-01-01
KTWT0,Sturgis,US,KY,,KTWT,37.5418,-87.9544,113.0,America/Chicago,1944-03-06,2023-02-20,1944-03-25,2022-04-24,1944-01-01,2022-01-01
KTXK0,Texarkana / Rondo,US,AR,,KTXK,33.4537,-93.991,119.0,America/Chicago,1946-07-29,2023-02-20,1946-07-30,2022-04-24,1946-01-01,2022-01-01
KTYR0,Tyler / Chandler,US,TX,,KTYR,32.3541,-95.4024,166.0,America/Chicago,1973-01-01,2023-02-20,1973-01-02,2022-04-24,2000-01-01,2021-01-01
KUCA0,Utica / Colemans Mills,US,NY,,KUCA,43.15,-75.3833,228.0,America/New_York,1973-01-01,2007-01-18,1973-01-01,2007-01-17,2001-01-01,2006-01-01
KUCP0,New Castle / Parkstown,US,PA,,KUCP,41.0254,-80.4134,326.0,America/New_York,2006-05-01,2023-02-20,2006-05-02,2022-04-24,2008-01-01,2022-01-01
KUKI0,Ukiah / Asylum,US,CA,,KUKI,39.126,-123.2009,188.0,America/Los_Angeles,1973-01-01,2023-02-20,1973-01-01,2022-04-24,2005-01-01,2022-01-01
KUKL0,Burlington / Sharpe,US,KS,,KUKL,38.3025,-95.725,358.0,America/Chicago,2005-04-27,2023-02-20,2005-05-04,2022-04-24,2020-01-01,2022-01-01
KUKT0,Quakertown / Milford Square,US,PA,,KUKT,40.4352,-75.3819,160.0,America/New_York,2006-01-01,2023-02-20,2006-01-04,2022-04-25,2009-01-01,2022-01-01
KULM0,New Ulm / Traulich Estates,US,MN,,KULM,44.3197,-94.5023,308.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KUNV0,State College / Hunter Park,US,PA,,KUNV,40.8493,-77.8487,378.0,America/New_York,2005-01-01,2023-02-20,2005-01-01,2022-04-24,2015-01-01,2022-01-01
KUVA0,Uvalde / Brice Lane Colonia,US,TX,,KUVA,29.2113,-99.7436,287.0,America/Chicago,2006-04-07,2023-02-20,2006-11-05,2022-04-24,2011-01-01,2022-01-01
KUXL0,Southland Field-Sulphur / Moss Lake,US,LA,,KUXL,30.1314,-93.3762,3.0,America/Chicago,2006-10-24,2023-02-20,2006-11-05,2022-04-24,2012-01-01,2022-01-01
KVIS0,Visalia / Midvalley,US,CA,,KVIS,36.3187,-119.3929,90.0,America/Los_Angeles,2006-01-01,2023-02-20,2006-01-18,2022-04-24,2006-01-01,2022-01-01
KVLD0,Valdosta / Macville (Historical),US,GA,,KVLD,30.7814,-83.2762,62.0,America/New_York,1948-01-01,2023-02-20,1948-01-02,2022-04-24,1948-01-01,2021-01-01
KVLL0,Troy / Birmingham,US,MI,,KVLL,42.5429,-83.1779,222.0,America/Detroit,2005-01-01,2023-02-20,2005-01-01,2022-04-25,2007-01-01,2022-01-01
KVNY0,Van Nuys / Raymer,US,CA,,KVNY,34.2098,-118.49,245.0,America/Los_Angeles,1942-12-11,2023-02-20,1942-12-12,2022-04-24,1943-01-01,2022-01-01
KVPZ0,Valparaiso / Williamsburg Manor,US,IN,,KVPZ,41.454,-87.0071,235.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KVVV0,Ortonville / Hilltop Manor Mobile Home Park,US,MN,,KVVV,45.3057,-96.4244,336.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-25,2008-01-01,2022-01-01
KWJF0,Lancaster / Antelope Acres,US,CA,,KWJF,34.7411,-118.2186,717.0,America/Los_Angeles,1974-06-01,2023-02-20,1974-06-03,2022-04-24,1975-01-01,2022-01-01
KWLD0,Winfield / Tresham,US,KS,,KWLD,37.1686,-97.0375,354.0,America/Chicago,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KWRB0,Warner Robins,US,GA,,KWRB,32.6401,-83.5918,90.0,America/New_York,1942-08-07,2023-02-20,1942-08-08,2022-04-24,1942-01-01,2021-01-01
KWRI0,Wrightstown / Pointville,US,NJ,,KWRI,40.0156,-74.5917,40.0,America/New_York,1942-08-01,2023-02-20,1942-08-12,2022-04-24,1942-01-01,2021-01-01
KWVI0,Watsonville / Monterey Vista Mobile Home Park,US,CA,,KWVI,36.9357,-121.7896,50.0,America/Los_Angeles,2006-01-01,2023-02-20,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KXBP0,Bridgeport / Rickels,US,TX,,KXBP,33.1753,-97.8284,260.0,America/Chicago,2006-01-02,2023-02-20,2007-08-03,2022-04-25,2015-01-01,2022-01-01
KXVG0,Longville,US,MN,,KXVG,47.0,-94.2,407.0,America/Chicago,2006-01-01,2023-02-20,2006-01-02,2022-04-06,2008-01-01,2022-01-01
KYIP0,Detroit / Denton,US,MI,,KYIP,42.2393,-83.531,218.0,America/Detroit,1973-01-01,2023-02-20,1973-01-03,2022-04-24,2005-01-01,2022-01-01
KZZV0,Zanesville / Georgetown,US,OH,,KZZV,39.9444,-81.8921,274.0,America/New_York,1973-01-01,2023-02-20,1973-01-01,2022-04-24,2001-01-01,2021-01-01
